EventDate,EventType,SampleNumber,FMISSampleID,DepthID,StartingDepth [in],EndingDepth [in],ColumnDepth [in],OM [%],ENR [ppm],P (B1 1:10) [ppm],HCO3 (SP) [ppm],pH [none],K [ppm],Mg [mg/kg],Ca [mg/kg],Na [mg/kg],B-Ph [none],H [ppm],CEC [cmol(+)/kg],K [mg/kg],H [mg/kg],NO3-N [ppm],S [ppm],Zn [ppm],Mn [ppm],Fe [ppm],Cu [ppm],B [ppm],SS [ppm],NH4-N [ppm],Cl [ppm],BS-Ca [%],BS-Mg [%],BS-Na [%],BS-B [%],ESP [%],SO4-S [ppm],SAR [none],ECe [dS/m],SAT_PCT [none],CO3 [ppm],HCO3 [ppm],P [ppm],Al [ppm]
2020-01-09,Soil,56490,R54N2,1,0,8,8,1.9,68,55.7,5.9,7.9,188.2,6.3,85.4,7.4,,,52.2,0.9,0,5.2,6787,0.4,0.5,1.5,0.6,9,5.4,,19,22.4,7.7,39.6,4.7,12.1,6787,10.2,5.4,36.1,0,1.4,,
2020-01-09,Soil,56491,R54N3,1,0,8,8,1.5,60,64.3,6.6,7.9,182.5,5.4,88.3,5.5,,,58.2,0.8,0,3.9,8227,0.5,0.8,1.7,0.7,8.2,6.4,,27,26.3,9.5,41.1,4.9,11.6,8227,9.7,6.4,38.6,0,1.8,,
2020-01-09,Soil,56492,R55N1,1,0,8,8,1.4,58,31.5,10.7,8.2,254.8,12.8,73,11.4,,,22.8,2.9,0,3.7,535.8,1,0.9,2.3,0.8,7.9,3.3,,8,10.2,3.3,25.2,4.2,11.6,535.8,9.7,3.3,41.4,0,2.4,,
2020-01-09,Soil,56493,R55N2,1,0,8,8,1.4,58,22.1,5.5,8,135.8,8.1,82.7,8,,,28.6,1.2,0,3.4,2344,0.2,0.6,1.4,0.5,6.2,4.8,,10,20.2,5.8,31.2,4.4,10.3,2344,8.7,4.8,28.9,0,1.4,,
2020-01-09,Soil,56494,R55N3,1,0,8,8,1.4,58,1.6,5,8,116.8,8.1,83.8,7.1,,,27.6,1.1,0,2.6,2135,0.2,1,1.4,0.4,6,4.2,,7.5,20.8,5.8,26.9,4.3,8.8,2135,7.4,4.2,26.3,0,1.7,,
2020-01-09,Soil,56495,T56N1,1,0,8,8,1.9,68,9.9,8.2,6.9,108.3,31.3,63,2.5,,0.2,16.4,1.7,1.5,13.6,64.2,1.3,4.2,27.7,0.9,0.8,0.8,,0.6,4.5,2.6,2.8,0.3,0.9,64.2,1.5,0.8,40.8,0,3.4,,
2020-01-09,Soil,56496,T56N2,1,0,8,8,2,70,4.9,5.6,6.7,65.3,35.7,56.1,2.9,,0.9,20.5,0.8,4.5,6.3,26.5,0.5,1.7,13.3,0.5,0.2,0.6,,0.3,2.3,1.4,2.4,0.2,1.3,26.5,1.7,0.6,35.3,0,1.6,,
2020-01-09,Soil,56497,T56N3,1,0,8,8,2.2,74,2.2,1.5,7.2,30.1,34.1,62.9,2.7,,,21.3,0.4,0,4.1,9.7,0.1,0.8,3.1,0.1,0.1,0.4,,0.6,1.4,0.5,1.9,0.1,1.5,9.7,1.9,0.4,33,0,1.4,,
2020-01-09,Soil,56498,T57N1,1,0,8,8,1.4,58,5.5,4.9,6.5,49.3,28.3,60.3,2.5,,0.7,9,1.4,7.5,3.8,13.5,0.4,8,10.8,0.5,0.2,0.5,,0.6,2.4,0.9,2,0.2,1.1,13.5,1.6,0.5,23.8,0,2.2,,
2020-01-09,Soil,56499,T57N2,1,0,8,8,1.2,54,1.6,1.8,6.5,38.2,38.5,50.4,2.7,,0.8,11.3,0.9,7.5,4.5,7.8,0.1,3.7,4,0.1,0.1,0.4,,0.7,1.3,0.5,1.7,0.2,1.4,7.8,1.8,0.4,22.7,0,0.8,,
2020-01-09,Soil,56500,T57N3,1,0,8,8,1.1,52,2.8,1.6,6.6,33.9,39.7,50.7,2.8,,0.7,11.7,0.7,6,3.8,5.6,0.1,2.6,3.7,0.1,0.1,0.3,,0.5,1.2,0.3,1.3,0.2,1,5.6,1.5,0.3,22.6,0,1.6,,
2020-01-09,Soil,56501,T58N1,1,0,8,8,1.3,56,1.8,3.9,5.7,48.4,14.3,60.7,2.4,,1.6,7.5,1.7,21,3.3,15.5,0.2,9.8,10,0.6,0.1,0.5,,0.5,2,0.6,2.1,0.3,1.5,15.5,1.9,0.5,19.9,0,1.4,,
2020-01-09,Soil,56502,T58N2,1,0,8,8,1.6,62,5.9,3.5,6.2,43.2,25.5,57.9,3.5,,1.2,10,1.1,12,7,8.4,0.2,6.6,7.2,0.4,0.1,0.7,,1.4,2.4,1.1,3,0.3,2,8.4,2.2,0.7,26.2,0,1.1,,
2020-01-09,Soil,56503,T58N3,1,0,8,8,1.5,60,2.1,1.9,6.4,43.8,37.9,49.4,2.8,,1.1,11.9,0.9,9,4.1,10.8,0.1,4.3,5,0.2,0.1,0.5,,0.5,2,0.7,1.8,0.2,1,10.8,1.5,0.5,22.5,0,1.3,,
2020-01-09,Soil,56504,T59N1,1,0,8,8,2,70,2.7,3.7,6.3,60.6,29.1,56.1,3.1,,1.4,13.3,1.2,10.5,10.5,8.8,0.3,6.6,16.5,0.6,0.2,0.7,,1.2,2.3,1.2,2.7,0.2,1.8,8.8,2.1,0.7,32.2,0,1.2,,
2020-01-09,Soil,56505,T59N2,1,0,8,8,0.8,46,6.8,4.9,6.9,56.2,29.2,61.7,6.4,,0.2,12.5,1.1,1.5,21.7,14.1,0.1,9.8,8,0.5,0.3,0.7,,1.2,2.1,1.2,3.8,0.2,3,14.1,2.9,0.7,34.4,0,1,,
2020-01-09,Soil,56506,T59N3,1,0,8,8,1.7,64,7.3,3.1,6.4,35.6,28,58.2,4,,1.1,12.3,0.7,9,11.3,5.3,0.1,11.6,5.8,0.3,0.1,0.7,,1.7,2.2,1.2,2.9,0.1,2,5.3,2.2,0.7,33.3,0,0.7,,
2020-01-09,Soil,56507,T60N1,1,0,8,8,1.8,66,3.8,2.3,5.7,38.3,21.7,53.9,2.7,,2.6,12.6,0.8,21,6.9,5.4,0.2,18.9,8.4,0.4,0.1,0.3,,0.5,1,0.5,1.3,0.1,0.9,5.4,1.5,0.3,28.6,0,1,,
2020-01-09,Soil,56508,T60N2,1,0,8,8,1.6,62,5.8,2.5,5.9,31.7,23.5,55.7,3.1,,1.9,11.2,0.7,17,8.5,4.9,0.1,15.1,6.3,0.3,0.1,0.5,,1.1,1.5,0.8,2,0.2,1.5,4.9,1.9,0.5,26,0,0.9,,
2020-01-09,Soil,56509,T60N3,1,0,8,8,1.3,56,7.4,4.1,6.6,46.7,28.6,58.3,6.2,,0.7,12.3,1,6,29.3,14,0.1,7.2,6.8,0.3,0.3,1,,2.8,3.3,2.1,5.1,0.2,3.2,14,3.1,1,36.7,0,1,,
2020-01-09,Soil,56510,T61N1,1,0,8,8,12.9,288,4.7,3.1,6.1,40.4,23.7,58.2,3.1,,1.6,11.2,0.9,14,9.3,5.1,0.1,13.6,7.4,0.4,0.1,0.6,,1,2.1,0.9,2.5,0.2,1.7,5.1,2,0.6,34.3,0,1.1,,
2020-01-09,Soil,56511,T61N2,1,0,8,8,2.1,72,8.2,2.7,6.2,27.1,26.6,57.1,3.7,,1.4,11.6,0.6,12,11.4,5.5,0.1,6.2,4.6,0.2,0.1,0.6,,2.1,2.1,1.1,2.7,0.2,1.9,5.5,2.2,0.6,35,0,1.1,,
2020-01-09,Soil,56512,T61N3,1,0,8,8,1.5,60,11.4,5.4,7,57.3,25.4,68.6,4.1,,,7.4,2,0,9.9,7.1,0.1,3.5,4.5,0.4,0.1,0.5,,0.8,1.8,0.7,2.1,0.2,1.5,7.1,1.9,0.5,26.7,0,1.1,,
2020-01-09,Soil,56513,T62N1,1,0,8,8,1.1,52,6.8,4.8,5.4,35.1,13.3,53.9,2.5,,1.4,4.9,1.8,28.5,3.3,11.4,0.3,13.5,11.8,0.7,0.1,0.4,,0.3,1.5,0.8,1.5,0.2,0.8,11.4,1.4,0.4,21.9,0,1.1,,
2020-01-09,Soil,56514,T62N2,1,0,8,8,1,50,8.5,5.4,6.4,45,27.7,59.3,2.3,,0.6,6.9,1.7,9,3.7,9.3,0.5,9,13,0.6,0.2,0.4,,0.8,1.7,0.7,1.9,0.3,1.3,9.3,1.7,0.4,22.3,0,0.9,,
2020-01-09,Soil,56515,T62N3,1,0,8,8,1,50,4,1.5,6.7,46.6,40.2,51.5,2.8,,0.5,11.4,1,4.5,3.8,6.1,0.1,2.6,3.8,0.1,0.1,0.4,,0.5,1.1,0.7,1.5,0.1,1.1,6.1,1.6,0.4,24.4,0,1,,
2020-01-09,Soil,56516,T63N1,1,0,8,8,1.8,66,4.2,2.3,6.6,36.5,34.2,55.8,3.5,,1.2,20.6,0.5,6,7.7,23.2,0.2,2.1,8.8,0.5,0.5,0.5,,0.8,2.1,1.1,2.4,0.2,1.5,23.2,1.9,0.5,43.4,0,1.3,,
2020-01-09,Soil,56517,T63N2,1,0,8,8,2.3,76,5,2.9,6.7,39.1,36,55.2,3.9,,1,23.2,0.4,4.5,11.8,25.7,0.2,1.7,7.3,0.4,0.4,0.7,,0.7,2.5,1.2,3.1,0.2,2,25.7,2.3,0.7,48.6,0,1.3,,
2020-01-09,Soil,56518,T63N3,1,0,8,8,3,90,5.2,1.6,7,23.8,38,58.1,3.6,,,26.7,0.2,0,8,26.8,0.1,0.8,3.3,0.2,0.1,0.7,,0.8,2.7,1.5,3.2,0.1,2,26.8,2.2,0.7,57.6,0,1.3,,
2020-01-09,Soil,56519,T64N1,1,0,8,8,0.9,48,12.7,6.8,7.6,21.4,27.6,68,3.8,,,8.8,0.6,0,5.9,14.9,0.1,0.9,3.3,0.2,0.2,0.5,,0.3,1.8,1,2,0.2,1.2,14.9,1.7,0.5,23,0,1.4,,
2020-01-09,Soil,56520,T64N2,1,0,8,8,1,50,19.4,11.3,7.4,23,24.1,71.7,3.3,,,7.3,0.8,0,7.8,9.7,0.2,1.2,5.3,0.4,0.2,0.5,,0.3,2,1,1.9,0.2,1,9.7,1.6,0.5,23.1,0,1.4,,
2020-01-09,Soil,56521,T64N3,1,0,8,8,0.7,44,16.9,8.8,7.4,30.6,19.8,75.6,3.3,,,6.3,1.2,0,5.6,10.4,0.2,1.1,6.3,0.4,0.2,0.4,,0.3,1.7,0.8,1.6,0.2,0.8,10.4,1.4,0.4,19.7,0,1.2,,
2020-01-09,Soil,56522,T65N1,1,0,8,8,1.3,56,3.9,4.9,6.7,51.8,32.1,58.1,4.2,,0.5,12,1.1,4.5,4.9,32.7,0.8,3.1,10.2,0.5,0.4,0.8,,0.6,3,2,3.4,0.2,1.9,32.7,2.1,0.8,33.9,0,1.6,,
2020-01-09,Soil,56523,T65N2,1,0,8,8,0.7,44,5.2,4,7,21.7,35.2,58.4,5.7,,,7.8,0.7,0,6.5,22.9,0.2,1.7,4.3,0.2,0.2,0.8,,0.8,2.6,1.6,4,0.2,2.7,22.9,2.7,0.8,24.4,0,1.3,,
2020-01-09,Soil,56524,T65N3,1,0,8,8,1,50.2,6.5,3.9,7.3,31.1,34.3,60,5.1,,,13.5,0.6,0,7.7,19.3,0.2,1.4,4,0.2,0.1,0.7,,0.8,2,1.3,3.2,0.2,2.3,19.3,2.5,0.7,29.8,0,1,,
2020-01-09,Soil,56465,R46N1,1,0,8,8,0.9,48,1.6,7.5,8.3,123.9,8.1,77.1,12.9,,,17.3,1.8,0,7.9,140.8,1.3,1,1.9,0.4,9.4,3.4,,11,6.9,1.8,26.9,7.6,15.1,140.8,12.9,3.4,29.8,0,2.2,,
2020-01-09,Soil,56466,R46N2,1,0,8,8,0.8,46,1.7,4.7,8.2,81.8,8.5,76.2,14.3,,,21.6,1,0,3.8,92.6,0.5,1,2.9,0.3,5.6,2.7,,8.5,6,1.4,21.8,3.8,13.4,92.6,11.4,2.7,37.9,0,2.1,,
2020-01-09,Soil,56467,R46N3,1,0,8,8,1.5,60,1.9,5.3,7.9,99.2,7.1,79.1,12.9,,,28.2,0.9,0,3.7,1150,0.6,0.6,3.5,0.4,6.2,5,,10.5,24.1,4,35.1,3.7,11.2,1150,9.4,5,48.8,0,2.1,,
2020-01-09,Soil,56468,R47N1,1,0,8,8,1.8,66,1.8,4.5,7.9,69.9,7.4,83.6,8.2,,,23.2,0.8,0,10.6,223.7,0.1,1,1.9,0.3,3.7,4.6,,26,25.1,3.9,21.7,1.5,6.7,223.7,5.7,4.6,41.1,0,1.1,,
2020-01-09,Soil,56469,R47N2,1,0,8,8,1.9,68,1.6,4.9,7.9,61.2,5.5,84.6,9.2,,,23.1,0.7,0,5,758.9,0.2,0.6,1.5,0.2,4.6,5.1,,30.5,30.5,4,27.9,3.1,7.9,758.9,6.7,5.1,33.6,0,1.4,,
2020-01-09,Soil,56470,R47N3,1,0,8,8,1.5,60,1.7,5,8,61.1,5.8,85,8.3,,,19.2,0.8,0,3.6,317.8,0.3,0.7,1.3,0.1,4.4,3.4,,12.5,19.3,2.9,19.4,2.8,6.8,317.8,5.8,3.4,32.7,0,1.4,,
2020-01-09,Soil,56471,R48N1,1,0,8,8,1,50,42.7,9.5,8.3,241.5,13.8,72.1,8.4,,,10.9,5.7,0,3.6,69.7,1.2,0.7,2.6,0.2,6.9,1.8,,6.5,7.2,2.5,10.3,5,5.3,69.7,4.7,1.8,24.8,0,1.4,,
2020-01-09,Soil,56472,R48N2,1,0,8,8,1,50,2.1,6.6,7.8,204.8,9.6,80,7.1,,,16.1,3.2,0,2.9,58.1,0.6,1,1.9,0.2,3.6,3,,16.5,11.7,3.7,14.7,2,6.2,58.1,5.3,3,26.5,0,1.4,,
2020-01-09,Soil,56473,R48N3,1,0,8,8,1,50,1.8,4.2,8,183.7,9,78.6,9.5,,,16.6,2.8,0,3,68,0.3,0.6,1.7,0.2,2.2,2.5,,18.5,8.1,2.6,19.7,1.5,10.1,68,8.5,2.5,24.8,0,1.5,,
2020-01-09,Soil,56474,R49N1,1,0,8,8,1.1,52,1.5,7.5,7.9,221.1,8.4,75.5,13.3,,,20.2,2.8,0,7.3,228.7,1.1,1.9,3.8,0.8,8.8,4.6,,24,16,3.1,29.9,5.2,11.5,228.7,9.7,4.6,37.1,0,1.7,,
2020-01-09,Soil,56475,R49N2,1,0,8,8,1.4,58,1.5,4.9,8,137.3,8.2,78,12.1,,,21.3,1.6,0,3.3,264,0.3,0.5,1.2,0.3,4.1,3.9,,18.5,15.8,3,25,2.2,9.7,264,8.2,3.9,34,0,1.3,,
2020-01-09,Soil,56476,R49N3,1,0,8,8,1.3,56,2.3,5.6,8.1,100.2,8.2,81.6,8.9,,,19.3,1.3,0,2.9,115.3,0.3,0.6,1.8,0.3,2.6,2,,9,6.2,1.4,13.6,1.4,8.3,115.3,7,2,35.8,0,1.4,,
2020-01-09,Soil,56477,R50N1,1,0,8,8,1.8,66,1.6,6.1,8.3,157.4,11,83.2,3.7,,,19.2,2.1,0,3,48.2,1.2,1,1.7,0.4,3,0.5,,0.7,2.1,0.7,3,0.9,2.5,48.2,2.6,0.5,36.6,0,1.8,,
2020-01-09,Soil,56478,R50N2,1,0,8,8,1.9,68,1.8,4.1,8.3,123.4,10.9,81.2,6.4,,,20.5,1.5,0,3.1,28.8,0.4,1.3,3.3,0.4,2.4,0.5,,1.2,1.4,0.4,4.6,0.8,5.5,28.8,4.8,0.5,40.3,0,3.4,,
2020-01-09,Soil,56479,R50N3,1,0,8,8,1.3,56,2.3,6.9,8.4,144.7,12.1,74.9,11.3,,,22.5,1.6,0,3,52,0.7,0.6,3.8,0.5,4.8,0.7,,1.2,2,0.4,6.8,1.2,7.3,52,6.2,0.7,50.7,0,3.6,,
2020-01-09,Soil,56480,R51N1,1,0,8,8,2,70,1.9,8.7,8.1,140.3,9.4,76.7,12.3,,,21.5,1.7,0,3.6,178.5,0.3,1,1.3,0.3,6.1,3.1,,10.5,9.3,2,22.7,3.6,11.3,178.5,9.5,3.1,45.5,0,1.4,,
2020-01-09,Soil,56481,R51N2,1,0,8,8,1.8,66,1.5,4,8.3,60.4,8.3,78.5,12.4,,,20.4,0.8,0,2.8,207.3,0.2,1,0.9,0.2,2.8,2.8,,10.5,7.3,2,22.3,1.8,12.3,207.3,10.4,2.8,35,0,1.7,,
2020-01-09,Soil,56482,R51N3,1,0,8,8,1.5,60,1.6,3.7,8.4,52.9,7.9,78.6,12.8,,,19.1,0.7,0,2.8,163,0.1,1,0.9,0.2,2.1,2.3,,5.5,5,1.1,19.5,1.5,13.2,163,11.2,2.3,35.6,0,1.7,,
2020-01-09,Soil,56483,R52N1,1,0,8,8,1.9,68,1.5,5,8.2,112.7,10.7,77.7,10.3,,,21.6,1.3,0,3.6,122.5,0.5,1,2,0.4,3.4,1.8,,5.5,4.6,1.6,12.5,1.3,8.4,122.5,7.1,1.8,44.4,0,1.4,,
2020-01-09,Soil,56484,R52N2,1,0,8,8,2,70,1.7,4,8,96.9,11.9,76.8,10.1,,,21.2,1.2,0,3.4,158,0.2,1,1.7,0.4,4.6,4.2,,24,15.7,4.7,24.2,2.2,9,158,7.6,4.2,40.2,0,1.3,,
2020-01-09,Soil,56485,R52N3,1,0,8,8,1.4,58,1.9,5.2,7.9,111.9,12.2,76.4,10.1,,,22.4,1.3,0,3.4,316.5,0.3,1,2.3,0.5,4.5,3.3,,10,13.8,4.1,19.6,1.6,7.7,316.5,6.5,3.3,39.2,0,1.3,,
2020-01-09,Soil,56486,R53N1,1,0,8,8,1.5,60,1.7,6.1,8.2,179.4,12.8,78.3,6.4,,,18.2,2.5,0,3.1,32.7,0.3,0.6,2.6,0.6,4,0.4,,0.8,1.6,0.6,3.8,1.4,3.9,32.7,3.6,0.4,33.2,0,2.7,,
2020-01-09,Soil,56487,R53N2,1,0,8,8,1,50,1.9,6.2,8.6,102.2,11.9,75.7,10.9,,,18,1.5,0,3.1,41.3,0.2,1,1.6,0.5,4.5,0.7,,1.6,1.1,0.3,6.7,2.7,9.5,41.3,8,0.7,26.9,0,2.8,,
2020-01-09,Soil,56488,R53N3,1,0,8,8,1.7,64,1.7,6.3,8,109.7,11.3,78.9,8.4,,,21.6,1.3,0,2.9,375.1,0.2,1,1.8,0.5,3.7,3.3,,6.5,18,4.5,19.3,2.4,6.7,375.1,5.8,3.3,36.5,0,1.8,,
2020-01-09,Soil,56489,R54N1,1,0,8,8,1.8,66,41.9,5.6,7.9,259.2,7.7,82.1,8.5,,,37.9,1.7,0,15,3808,0.6,0.6,0.9,0.4,10.8,5.3,,21,23.9,8.1,36.4,5.8,10.8,3808,9.1,5.3,35.4,0,1.7,,
2020-01-09,Soil,56490,R54N2,1,0,8,8,1.9,68,55.7,5.9,7.9,188.2,6.3,85.4,7.4,,,52.2,0.9,0,5.2,6787,0.4,0.5,1.5,0.6,9,5.4,,19,22.4,7.7,39.6,4.7,12.1,6787,10.2,5.4,36.1,0,1.4,,
2020-01-09,Soil,56491,R54N3,1,0,8,8,1.5,60,64.3,6.6,7.9,182.5,5.4,88.3,5.5,,,58.2,0.8,0,3.9,8227,0.5,0.8,1.7,0.7,8.2,6.4,,27,26.3,9.5,41.1,4.9,11.6,8227,9.7,6.4,38.6,0,1.8,,
2020-01-09,Soil,56492,R55N1,1,0,8,8,1.4,58,31.5,10.7,8.2,254.8,12.8,73,11.4,,,22.8,2.9,0,3.7,535.8,1,0.9,2.3,0.8,7.9,3.3,,8,10.2,3.3,25.2,4.2,11.6,535.8,9.7,3.3,41.4,0,2.4,,
2020-01-09,Soil,56493,R55N2,1,0,8,8,1.4,58,22.1,5.5,8,135.8,8.1,82.7,8,,,28.6,1.2,0,3.4,2344,0.2,0.6,1.4,0.5,6.2,4.8,,10,20.2,5.8,31.2,4.4,10.3,2344,8.7,4.8,28.9,0,1.4,,
2020-01-09,Soil,56494,R55N3,1,0,8,8,1.4,58,1.6,5,8,116.8,8.1,83.8,7.1,,,27.6,1.1,0,2.6,2135,0.2,1,1.4,0.4,6,4.2,,7.5,20.8,5.8,26.9,4.3,8.8,2135,7.4,4.2,26.3,0,1.7,,
2020-01-09,Soil,56495,T56N1,1,0,8,8,1.9,68,9.9,8.2,6.9,108.3,31.3,63,2.5,,0.2,16.4,1.7,1.5,13.6,64.2,1.3,4.2,27.7,0.9,0.8,0.8,,0.6,4.5,2.6,2.8,0.3,0.9,64.2,1.5,0.8,40.8,0,3.4,,
2020-01-09,Soil,56496,T56N2,1,0,8,8,2,70,4.9,5.6,6.7,65.3,35.7,56.1,2.9,,0.9,20.5,0.8,4.5,6.3,26.5,0.5,1.7,13.3,0.5,0.2,0.6,,0.3,2.3,1.4,2.4,0.2,1.3,26.5,1.7,0.6,35.3,0,1.6,,
2020-01-09,Soil,56497,T56N3,1,0,8,8,2.2,74,2.2,1.5,7.2,30.1,34.1,62.9,2.7,,,21.3,0.4,0,4.1,9.7,0.1,0.8,3.1,0.1,0.1,0.4,,0.6,1.4,0.5,1.9,0.1,1.5,9.7,1.9,0.4,33,0,1.4,,
2020-01-09,Soil,56498,T57N1,1,0,8,8,1.4,58,5.5,4.9,6.5,49.3,28.3,60.3,2.5,,0.7,9,1.4,7.5,3.8,13.5,0.4,8,10.8,0.5,0.2,0.5,,0.6,2.4,0.9,2,0.2,1.1,13.5,1.6,0.5,23.8,0,2.2,,
2020-01-09,Soil,56499,T57N2,1,0,8,8,1.2,54,1.6,1.8,6.5,38.2,38.5,50.4,2.7,,0.8,11.3,0.9,7.5,4.5,7.8,0.1,3.7,4,0.1,0.1,0.4,,0.7,1.3,0.5,1.7,0.2,1.4,7.8,1.8,0.4,22.7,0,0.8,,
2020-01-09,Soil,56500,T57N3,1,0,8,8,1.1,52,2.8,1.6,6.6,33.9,39.7,50.7,2.8,,0.7,11.7,0.7,6,3.8,5.6,0.1,2.6,3.7,0.1,0.1,0.3,,0.5,1.2,0.3,1.3,0.2,1,5.6,1.5,0.3,22.6,0,1.6,,
2020-01-09,Soil,56501,T58N1,1,0,8,8,1.3,56,1.8,3.9,5.7,48.4,14.3,60.7,2.4,,1.6,7.5,1.7,21,3.3,15.5,0.2,9.8,10,0.6,0.1,0.5,,0.5,2,0.6,2.1,0.3,1.5,15.5,1.9,0.5,19.9,0,1.4,,
2020-01-09,Soil,56502,T58N2,1,0,8,8,1.6,62,5.9,3.5,6.2,43.2,25.5,57.9,3.5,,1.2,10,1.1,12,7,8.4,0.2,6.6,7.2,0.4,0.1,0.7,,1.4,2.4,1.1,3,0.3,2,8.4,2.2,0.7,26.2,0,1.1,,
2020-01-09,Soil,56503,T58N3,1,0,8,8,1.5,60,2.1,1.9,6.4,43.8,37.9,49.4,2.8,,1.1,11.9,0.9,9,4.1,10.8,0.1,4.3,5,0.2,0.1,0.5,,0.5,2,0.7,1.8,0.2,1,10.8,1.5,0.5,22.5,0,1.3,,
2020-01-09,Soil,56504,T59N1,1,0,8,8,2,70,2.7,3.7,6.3,60.6,29.1,56.1,3.1,,1.4,13.3,1.2,10.5,10.5,8.8,0.3,6.6,16.5,0.6,0.2,0.7,,1.2,2.3,1.2,2.7,0.2,1.8,8.8,2.1,0.7,32.2,0,1.2,,
2020-01-09,Soil,56505,T59N2,1,0,8,8,0.8,46,6.8,4.9,6.9,56.2,29.2,61.7,6.4,,0.2,12.5,1.1,1.5,21.7,14.1,0.1,9.8,8,0.5,0.3,0.7,,1.2,2.1,1.2,3.8,0.2,3,14.1,2.9,0.7,34.4,0,1,,
2020-01-09,Soil,56506,T59N3,1,0,8,8,1.7,64,7.3,3.1,6.4,35.6,28,58.2,4,,1.1,12.3,0.7,9,11.3,5.3,0.1,11.6,5.8,0.3,0.1,0.7,,1.7,2.2,1.2,2.9,0.1,2,5.3,2.2,0.7,33.3,0,0.7,,
2020-01-09,Soil,56507,T60N1,1,0,8,8,1.8,66,3.8,2.3,5.7,38.3,21.7,53.9,2.7,,2.6,12.6,0.8,21,6.9,5.4,0.2,18.9,8.4,0.4,0.1,0.3,,0.5,1,0.5,1.3,0.1,0.9,5.4,1.5,0.3,28.6,0,1,,
2020-01-09,Soil,56508,T60N2,1,0,8,8,1.6,62,5.8,2.5,5.9,31.7,23.5,55.7,3.1,,1.9,11.2,0.7,17,8.5,4.9,0.1,15.1,6.3,0.3,0.1,0.5,,1.1,1.5,0.8,2,0.2,1.5,4.9,1.9,0.5,26,0,0.9,,
2020-01-09,Soil,56509,T60N3,1,0,8,8,1.3,56,7.4,4.1,6.6,46.7,28.6,58.3,6.2,,0.7,12.3,1,6,29.3,14,0.1,7.2,6.8,0.3,0.3,1,,2.8,3.3,2.1,5.1,0.2,3.2,14,3.1,1,36.7,0,1,,
2020-01-09,Soil,56510,T61N1,1,0,8,8,12.9,288,4.7,3.1,6.1,40.4,23.7,58.2,3.1,,1.6,11.2,0.9,14,9.3,5.1,0.1,13.6,7.4,0.4,0.1,0.6,,1,2.1,0.9,2.5,0.2,1.7,5.1,2,0.6,34.3,0,1.1,,
2020-01-09,Soil,56511,T61N2,1,0,8,8,2.1,72,8.2,2.7,6.2,27.1,26.6,57.1,3.7,,1.4,11.6,0.6,12,11.4,5.5,0.1,6.2,4.6,0.2,0.1,0.6,,2.1,2.1,1.1,2.7,0.2,1.9,5.5,2.2,0.6,35,0,1.1,,
2020-01-09,Soil,56512,T61N3,1,0,8,8,1.5,60,11.4,5.4,7,57.3,25.4,68.6,4.1,,,7.4,2,0,9.9,7.1,0.1,3.5,4.5,0.4,0.1,0.5,,0.8,1.8,0.7,2.1,0.2,1.5,7.1,1.9,0.5,26.7,0,1.1,,
2020-01-09,Soil,56513,T62N1,1,0,8,8,1.1,52,6.8,4.8,5.4,35.1,13.3,53.9,2.5,,1.4,4.9,1.8,28.5,3.3,11.4,0.3,13.5,11.8,0.7,0.1,0.4,,0.3,1.5,0.8,1.5,0.2,0.8,11.4,1.4,0.4,21.9,0,1.1,,
2020-01-09,Soil,56514,T62N2,1,0,8,8,1,50,8.5,5.4,6.4,45,27.7,59.3,2.3,,0.6,6.9,1.7,9,3.7,9.3,0.5,9,13,0.6,0.2,0.4,,0.8,1.7,0.7,1.9,0.3,1.3,9.3,1.7,0.4,22.3,0,0.9,,
2020-01-09,Soil,56515,T62N3,1,0,8,8,1,50,4,1.5,6.7,46.6,40.2,51.5,2.8,,0.5,11.4,1,4.5,3.8,6.1,0.1,2.6,3.8,0.1,0.1,0.4,,0.5,1.1,0.7,1.5,0.1,1.1,6.1,1.6,0.4,24.4,0,1,,
2020-01-09,Soil,56516,T63N1,1,0,8,8,1.8,66,4.2,2.3,6.6,36.5,34.2,55.8,3.5,,1.2,20.6,0.5,6,7.7,23.2,0.2,2.1,8.8,0.5,0.5,0.5,,0.8,2.1,1.1,2.4,0.2,1.5,23.2,1.9,0.5,43.4,0,1.3,,
2020-01-09,Soil,56517,T63N2,1,0,8,8,2.3,76,5,2.9,6.7,39.1,36,55.2,3.9,,1,23.2,0.4,4.5,11.8,25.7,0.2,1.7,7.3,0.4,0.4,0.7,,0.7,2.5,1.2,3.1,0.2,2,25.7,2.3,0.7,48.6,0,1.3,,
2020-01-09,Soil,56518,T63N3,1,0,8,8,3,90,5.2,1.6,7,23.8,38,58.1,3.6,,,26.7,0.2,0,8,26.8,0.1,0.8,3.3,0.2,0.1,0.7,,0.8,2.7,1.5,3.2,0.1,2,26.8,2.2,0.7,57.6,0,1.3,,
2020-01-09,Soil,56519,T64N1,1,0,8,8,0.9,48,12.7,6.8,7.6,21.4,27.6,68,3.8,,,8.8,0.6,0,5.9,14.9,0.1,0.9,3.3,0.2,0.2,0.5,,0.3,1.8,1,2,0.2,1.2,14.9,1.7,0.5,23,0,1.4,,
